1427,1428,1429,1431,1432,1433,1435,1436,1439,1440,1442,1443,1445,1446,1447,1448,1449,1450,1451,1452,1455,1456,1457,1458,1459,1460,1462,1463,1464,1465,1467,1468,1469,1471,1472,1473,1474,1475,1477,1478,1479,1480,1481,1482,1486,1487,1490,1491,1496,1498,1499,1500,1503,1504,1505,1506,1508,1509,1510,1512,1515,1516,2457,2460,4913,4916,4918,4920,4923,4930,4931,4934,4939,5476,5479,5482,5484,5488,5489,5497
54.85318746,28.28367479,63.42399801,45.42529587,31.711999,41.99697165,4.285405271,17.99870214,22.28410741,52.2819443,29.99783689,30.85491795,30.85491795,38.56864744,35.14032322,27.42659373,33.42616111,27.42659373,39.42572849,18.85578319,45.42529587,41.99697165,53.13902536,26.56951268,13.71329687,77.13729487,66.85232222,53.99610641,29.99783689,137.1329687,83.13686225,76.28021382,102.8497265,41.99697165,115.7059423,49.71070114,64.28107906,52.2819443,26.56951268,4.285405271,50.56778219,137.1329687,83.13686225,41.1398906,66.85232222,95.99307806,33.42616111,52.2819443,83.13686225,84.85102436,54.85318746,50.56778219,39.42572849,106.2780507,31.711999,81.42270014,65.99524117,69.42356538,39.42572849,61.7098359,125.1338339,55.71026852,2425.264005,6588.555044,1242.420787,547.9878758,1913.233532,127.0240095,1246.095035,2233.942911,2607.880698,2004.323374,2255.836356,1138.902961,1594.746853,76.01129862,3020.084197,4038.554107,1709.556722,2461.238569
68.78415571,35.46683029,79.53168004,56.96187895,39.76584002,52.66286922,5.373762165,22.56980109,27.94356326,65.55989841,37.61633515,38.69108759,38.69108759,48.36385948,44.06484975,34.39207786,41.91534489,34.39207786,49.43861192,23.64455353,56.96187895,52.66286922,66.63465085,33.31732542,17.19603893,96.72771897,83.83068977,67.70940328,37.61633515,171.9603893,104.250986,95.65296654,128.970292,52.66286922,145.0915785,62.33564111,80.60643247,65.55989841,33.31732542,5.373762165,63.41039355,171.9603893,104.250986,51.58811678,83.83068977,120.3722725,41.91534489,65.55989841,104.250986,106.4004909,68.78415571,63.41039355,49.43861192,133.2693017,39.76584002,102.1014811,82.75593734,87.05494707,49.43861192,77.38217518,156.9138552,69.85890814,3041.20407,8261.838865,1557.956225,687.1593998,2399.134111,159.2840754,1562.563616,2801.293492,3270.199606,2513.357881,2828.747176,1428.148158,1999.761927,95.31575542,3787.089708,5064.218642,2143.729858,3086.315031
67.04278466,34.56893584,77.51821977,55.51980605,38.75910988,51.32963201,5.237717552,21.99841372,27.23613127,63.90015413,36.66402286,37.71156637,37.71156637,47.13945797,42.94928392,33.52139233,40.8541969,33.52139233,48.18700148,23.04595723,55.51980605,51.32963201,64.94769764,32.47384882,16.76069617,94.27891593,81.70839381,65.99524115,36.66402286,167.6069617,101.6117205,93.23137242,125.7052212,51.32963201,141.4183739,60.7575236,78.56576328,63.90015413,32.47384882,5.237717552,61.80506711,167.6069617,101.6117205,50.2820885,81.70839381,117.3248732,40.8541969,63.90015413,101.6117205,103.7068075,67.04278466,61.80506711,48.18700148,129.8953953,38.75910988,99.51663348,80.6608503,84.85102434,48.18700148,75.42313275,152.9413525,68.09032817,2964.211561,8052.678385,1518.514295,669.7629591,2338.396538,155.2515671,1523.005043,2730.374668,3187.409742,2449.728567,2757.133323,1391.992508,1949.135043,92.90269829,3691.214018,4936.010574,2089.458215,3008.180472
67.04278466,34.56893584,77.51821977,55.51980605,38.75910988,51.32963201,5.237717552,21.99841372,27.23613127,63.90015413,36.66402286,37.71156637,37.71156637,47.13945797,42.94928392,33.52139233,40.8541969,33.52139233,48.18700148,23.04595723,55.51980605,51.32963201,64.94769764,32.47384882,16.76069617,94.27891593,81.70839381,65.99524115,36.66402286,167.6069617,101.6117205,93.23137242,125.7052212,51.32963201,141.4183739,60.7575236,78.56576328,63.90015413,32.47384882,5.237717552,61.80506711,167.6069617,101.6117205,50.2820885,81.70839381,117.3248732,40.8541969,63.90015413,101.6117205,103.7068075,67.04278466,61.80506711,48.18700148,129.8953953,38.75910988,99.51663348,80.6608503,84.85102434,48.18700148,75.42313275,152.9413525,68.09032817,2964.211561,8052.678385,1518.514295,669.7629591,2338.396538,155.2515671,1523.005043,2730.374668,3187.409742,2449.728567,2757.133323,1391.992508,1949.135043,92.90269829,3691.214018,4936.010574,2089.458215,3008.180472
72.26689781,37.26261918,83.55860059,59.84602475,41.7793003,55.32934364,5.645851391,23.71257584,29.35842724,68.87938698,39.52095974,40.65013002,40.65013002,50.81266252,46.29598141,36.13344891,44.03764085,36.13344891,51.9418328,24.84174612,59.84602475,55.32934364,70.00855725,35.00427863,18.06672445,101.625325,88.07528171,71.13772753,39.52095974,180.6672445,109.529517,100.4961548,135.5004334,55.32934364,152.4379876,65.49187614,84.68777087,68.87938698,35.00427863,5.645851391,66.62104642,180.6672445,109.529517,54.20017336,88.07528171,126.4670712,44.03764085,68.87938698,109.529517,111.7878576,72.26689781,66.62104642,51.9418328,140.0171145,41.7793003,107.2711764,86.94611143,91.46279254,51.9418328,81.30026004,164.8588606,73.39606809,3195.189088,8680.159825,1636.840086,721.9522812,2520.609257,167.349092,1641.680762,2943.131139,3435.779335,2640.61651,2971.974883,1500.459458,2101.015697,100.1418697,3978.841088,5320.634779,2252.273143,3242.584148
89.68060816,46.24156358,103.6932032,74.26675363,51.84660159,68.66171562,7.006297512,29.42644955,36.43274706,85.47682965,49.04408259,50.44534209,50.44534209,63.05667761,57.4516396,44.84030408,54.6491206,44.84030408,64.45793711,30.82770905,74.26675363,68.66171562,86.87808915,43.43904458,22.42015204,126.1133552,109.2982412,88.27934865,49.04408259,224.2015204,135.9221717,124.7120957,168.1511403,68.66171562,189.1700328,81.27305114,105.0944627,85.47682965,43.43904458,7.006297512,82.67431064,224.2015204,135.9221717,67.26045612,109.2982412,156.9410643,54.6491206,85.47682965,135.9221717,138.7246907,89.68060816,82.67431064,64.45793711,173.7561783,51.84660159,133.1196527,107.8969817,113.5020197,64.45793711,100.8906842,204.5838874,91.08186766,3965.114171,10771.76461,2031.259384,895.9166866,3127.984983,207.6741745,2037.266488,3652.319366,4263.677971,3276.909645,3688.11341,1862.015954,2607.284541,124.2724407,4937.597978,6602.715451,2794.989564,4023.929727
107.0943185,55.22050798,123.8278058,88.68748251,61.91390288,81.9940876,8.366743633,35.14032326,43.50706689,102.0742723,58.56720543,60.24055416,60.24055416,75.3006927,68.60729779,53.54715925,65.26060034,53.54715925,76.97404142,36.81367199,88.68748251,81.9940876,103.747621,51.87381052,26.77357963,150.6013854,130.5212007,105.4209698,58.56720543,267.7357963,162.3148265,148.9280367,200.8018472,81.9940876,225.9020781,97.05422614,125.5011545,102.0742723,51.87381052,8.366743633,98.72757487,267.7357963,162.3148265,80.32073888,130.5212007,187.4150574,65.26060034,102.0742723,162.3148265,165.6615239,107.0943185,98.72757487,76.97404142,207.4952421,61.91390288,158.968129,128.8478519,135.5412469,76.97404142,120.4811083,244.3089141,108.7676672,4735.039254,12863.36939,2425.678683,1069.881092,3735.360709,247.9992569,2432.852215,4361.507593,5091.576607,3913.202781,4404.251937,2223.57245,3113.553384,148.4030118,5896.354868,7884.796123,3337.705985,4805.275306
121.0252868,62.40366348,139.9354878,100.2240656,69.9677439,92.65998517,9.455100527,39.71142221,49.16652274,115.3522264,66.18570369,68.0767238,68.0767238,85.09590475,77.53182432,60.51264338,73.74978411,60.51264338,86.98692485,41.60244232,100.2240656,92.65998517,117.2432465,58.62162327,30.25632169,170.1918095,147.4995682,119.1342666,66.18570369,302.5632169,183.4289502,168.3007894,226.9224127,92.65998517,255.2877142,109.6791661,141.8265079,115.3522264,58.62162327,9.455100527,111.5701862,302.5632169,183.4289502,90.76896506,147.4995682,211.7942518,73.74978411,115.3522264,183.4289502,187.2109904,121.0252868,111.5701862,86.98692485,234.4864931,69.9677439,179.64691,145.6085481,153.1726285,86.98692485,136.1534476,276.0889354,122.9163069,5350.979319,14536.65321,2741.214121,1209.052616,4221.261289,280.2593229,2749.320795,4928.858174,5753.895515,4422.237289,4977.162758,2512.817647,3518.568458,167.7074686,6663.360379,8910.460658,3771.87912,5430.351768
129.7321418,66.89313564,150.002789,107.43443,75.00139451,99.3261711,10.13532358,42.56835904,52.70368263,123.6509477,70.94726507,72.97432979,72.97432979,91.21791224,83.10965337,64.86607092,79.05552394,64.86607092,93.24497695,44.59542376,107.43443,99.3261711,125.6780124,62.83900621,32.43303546,182.4358245,158.1110479,127.7050771,70.94726507,324.3303546,196.6252775,180.4087598,243.247766,99.3261711,273.6537367,117.5697536,152.0298537,123.6509477,62.83900621,10.13532358,119.5968183,324.3303546,196.6252775,97.29910639,158.1110479,227.0312482,79.05552394,123.6509477,196.6252775,200.6794069,129.7321418,119.5968183,93.24497695,251.3560248,75.00139451,192.5711481,156.0839832,164.192242,93.24497695,145.9486596,295.9514486,131.7592066,5735.941857,15582.45559,2938.423768,1296.034818,4524.949149,300.4218639,2947.113657,5283.452285,6167.84483,4740.383854,5335.232018,2693.595894,3771.702878,179.772754,7142.73882,9551.500988,4043.237329,5821.024554
