Nordic
0.39770693
0.418904404
0.407022019
0.398608128
0.416219119
0.484693878
0.548245614
0.600429646
0.637061404
0.667628894
0.690453813
0.718045113
0.761501969
0.820220193
0.879095059
0.941326531
0.980665951
1
0.954171142
0.857142857
0.766536878
0.707572503
0.644915861
0.596938775
